X,Y,OBJECTID,SchoolCode,School,PhysicalAddress,ESDCode,ESDName,LEACode,LEAName,SchoolCategory,AYPCode,GradeCategory,LowestGrade,HighestGrade,TK,CongressionalDistrict,LegislativeDistrict,County,GeoCoded_Y,GeoCoded_X,BldgLatitude,BldgLongitude
-13598898.6692784,5982762.22171129,1537,4416,North Tapps Middle School,"20029 12th St E, Bonney Lake, WA 98391-9369",17801,Puget Sound Educational Service District 121,27343,Dieringer School District,"Public School,Regular School",P,Middle School,6,8,No,Congressional District 8,Legislative District 31,Pierce,47.24879,-122.161234,47.2487,-122.161
-13673638.5686405,5950565.02604603,1538,3010,North Thurston High School,"600 Sleater Kinney Rd NE, Lacey, WA 98506-5241",34801,Capital Region ESD 113,34003,North Thurston Public Schools,"Public School,Regular School",P,High School,9,12,No,Congressional District 10,Legislative District 22,Thurston,47.05194,-122.832114,47.052,-122.8324
-13653100.0922936,6156791.97832226,1539,3939,North Whidbey Middle School,"67 NE Izett St, Oak Harbor, WA 98277-5995",29801,Northwest Educational Service District 189,15201,Oak Harbor School District,"Public School,Regular School",P,Middle School,7,8,No,Congressional District 2,Legislative District 10,Island,48.299266,-122.647873,48.2993,-122.6479
-13627619.051079,6238728.18857664,1540,4571,Northern Heights Elementary School,"4000 Magrath Rd, Bellingham, WA 98226-1729",29801,Northwest Educational Service District 189,37501,Bellingham School District,"Public School,Regular School",P,Elementary School,PK,5,Yes,Congressional District 2,Legislative District 40,Whatcom,48.786668,-122.418934,48.7866,-122.419
-13686006.1847675,5803631.28500268,1541,2914,Northlake Elementary School,"2210 Olympia Way, Longview, WA 98632-4505",6801,Educational Service District 112,8122,Longview School District,"Public School,Regular School",P,Elementary School,K,5,No,Congressional District 3,Legislative District 19,Cowlitz,46.144928,-122.943722,46.1451,-122.9435
-13112240.3968084,6259916.85708791,1542,2062,Northport Elementary School,"404 10th St, Northport, WA 99157-5131",32801,Educational Service District 101,33211,Northport School District,"Public School,Regular School",P,Other,K,8,No,Congressional District 5,Legislative District 7,Stevens,48.911586,-117.789933,48.911853,-117.789274
-13112240.3968084,6259916.85708791,1543,2958,Northport High School,"404 10th St, Northport, WA 99157-5131",32801,Educational Service District 101,33211,Northport School District,"Public School,Regular School",P,High School,9,12,No,Congressional District 5,Legislative District 7,Stevens,48.911586,-117.789933,48.911853,-117.789274
-13112240.3968084,6259916.85708791,1544,5252,Northport Homelink Program,"402 10th St, Northport, WA 99157-5131",32801,Educational Service District 101,33211,Northport School District,"Public School,Alternative School",A,K-12,K,12,No,Congressional District 5,Legislative District 7,Stevens,48.911347,-117.789133,48.911853,-117.789274
-13589969.1014964,6066978.56350998,1545,5753,Northshore Learning Options,"18101 Avondale Rd NE, Woodinville, WA 98072-9183",17801,Puget Sound Educational Service District 121,17417,Northshore School District,"Public School,Alternative School",A,K-12,K,12,No,Congressional District 8,Legislative District 1,King,47.759005,-122.080329,47.7597562889,-122.080784436
-13600991.4623772,6064187.70613654,1546,4021,Northshore Middle School,"12101 NE 160th St, Bothell, WA 98011-4141",17801,Puget Sound Educational Service District 121,17417,Northshore School District,"Public School,Regular School",P,Middle School,6,8,No,Congressional District 1,Legislative District 1,King,47.743151,-122.179809,47.7429,-122.1798
-13602115.7881537,6069834.50514892,1547,5331,Northshore Online Reengagement Program,"3330 Monte Villa Pkwy, Bothell, WA 98021-8972",17801,Puget Sound Educational Service District 121,17417,Northshore School District,"Public School,Re-Engagement School",R,High School,9,12,No,Congressional District 1,Legislative District 1,Snohomish,47.776953,-122.189873,47.777,-122.1899
-13602744.523749,6049696.84210395,1548,4167,Northstar Middle School (Kirkland),"10903 NE 53rd St, Kirkland, WA 98033-7508",17801,Puget Sound Educational Service District 121,17414,Lake Washington School District,"Public School,Alternative School",A,Middle School,6,8,No,Congressional District 1,Legislative District 48,King,47.655296,-122.195554,47.65529,-122.195548
-13615766.3201432,6180085.63680824,1549,5960,Northwest Career & Technical Academy/A WA Skills Center,"2205 W Campus Pl, Mount Vernon, WA 98273-2725",29801,Northwest Educational Service District 189,29320,Mount Vernon School District,"Public School,Vocational/technical school",V,High School,9,12,No,Congressional District 2,Legislative District 40,Skagit,48.438382,-122.312631,48.438312,-122.312525
-13636313.1460417,5970815.55083271,1550,5951,Northwest Career & Technical High School,"4500 Steilacoom Blvd SW, Lakewood, WA 98499-4098",99999,Office of Superintendent of Public Instruction,27932,Clover Park Technical College,"Vocational/technical school,College/University",V,High School,9,12,No,Congressional District 10,Legislative District 28,Pierce,47.175907,-122.498795,47.1758,-122.4971
-13614125.8377009,5981129.69006482,1551,3927,Northwood Elementary School (Edgewood),"9805 24th St E, Puyallup, WA 98371-2126",17801,Puget Sound Educational Service District 121,27003,Puyallup School District,"Public School,Regular School",P,Elementary School,K,6,No,Congressional District 10,Legislative District 31,Pierce,47.237913,-122.298746,47.238744,-122.297788
-13605827.2960454,6036228.49665023,1552,5447,Northwood Elementary School (Mercer Island),"4030 86th Ave SE, Mercer Island, WA 98040-4119",17801,Puget Sound Educational Service District 121,17400,Mercer Island School District,"Public School,Affiliated With District",P,Elementary School,PK,5,No,Congressional District 9,Legislative District 41,King,47.573724,-122.223238,47.57373,-122.223241
-13593688.9130428,6013597.92602699,1553,4485,Northwood Middle School (Renton),"17007 SE 184th St, Renton, WA 98058-9512",17801,Puget Sound Educational Service District 121,17415,Kent School District,"Public School,Regular School",P,Middle School,6,8,No,Congressional District 8,Legislative District 5,King,47.436514,-122.114074,47.4364,-122.1142
-13067021.234447,6069373.92562749,1554,3851,Northwood Middle School (Spokane),"12908 N Pittsburg St, Spokane, WA 99208-8571",32801,Educational Service District 101,32354,Mead School District,"Public School,Regular School",P,Middle School,6,8,No,Congressional District 5,Legislative District 6,Spokane,47.774902,-117.383703,47.77422,-117.383063
-13614478.5992782,6041969.13190275,1555,3868,Nova High School,"2410 E Cherry St, Seattle, WA 98122-4832",17801,Puget Sound Educational Service District 121,17001,Seattle Public Schools,"Public School,Alternative School",A,High School,9,12,No,Congressional District 9,Legislative District 37,King,47.608349,-122.300869,47.608509,-122.300957
-13652665.9463601,6156407.11070507,1556,2696,Oak Harbor Elementary School,"151 SE Midway Blvd, Oak Harbor, WA 98277-5082",29801,Northwest Educational Service District 189,15201,Oak Harbor School District,"Public School,Regular School",P,Elementary School,PK,4,Yes,Congressional District 2,Legislative District 10,Island,48.29764,-122.644022,48.297,-122.644
-13655371.0095403,6157193.5979724,1557,2974,Oak Harbor High School,"950 NW Second Ave, Oak Harbor, WA 98277",29801,Northwest Educational Service District 189,15201,Oak Harbor School District,"Public School,Regular School",P,High School,9,12,No,Congressional District 2,Legislative District 10,Island,48.300519,-122.668867,48.3017,-122.6683
-13654435.9261726,6155921.86808368,1558,3274,Oak Harbor Intermediate School,"150 SW Sixth Ave, Oak Harbor, WA 98277-2377",29801,Northwest Educational Service District 189,15201,Oak Harbor School District,"Public School,Regular School",P,Elementary School,5,6,No,Congressional District 2,Legislative District 10,Island,48.293725,-122.659418,48.2941,-122.6599
-13655966.5679625,6161737.39495202,1559,5626,Oak Harbor Virtual Academy,"600 Cherokee St, Oak Harbor, WA 98277-3686",29801,Northwest Educational Service District 189,15201,Oak Harbor School District,"Public School,Alternative School",A,K-12,K,12,No,Congressional District 2,Legislative District 10,Island,48.329315,-122.674198,48.328845,-122.67365
-13609774.5656652,6083312.36030987,1560,3608,Oak Heights Elementary School,"15500 18th Ave W, Lynnwood, WA 98087-8738",29801,Northwest Educational Service District 189,31015,Edmonds School District,"Public School,Regular School",P,Elementary School,K,6,No,Congressional District 1,Legislative District 21,Snohomish,47.858071,-122.258372,47.8583,-122.2587
-13642046.0987372,5972486.11562842,1561,3763,Oakbrook Elementary School,"7802 83rd Ave SW, Lakewood, WA 98498-6248",17801,Puget Sound Educational Service District 121,27400,Clover Park School District,"Public School,Regular School",P,Elementary School,PK,5,No,Congressional District 10,Legislative District 28,Pierce,47.186009,-122.548585,47.186,-122.5486
-13051518.5675523,5962778.31044092,1562,3205,Oakesdale Elementary School,"S 1st St & McCoy St, Oakesdale, WA 99158",32801,Educational Service District 101,38324,Oakesdale School District,"Public School,Regular School",P,Elementary School,PK,5,Yes,Congressional District 5,Legislative District 9,Whitman,47.12638,-117.242518,47.1267,-117.2438
-13051518.5675523,5962778.31044092,1563,2432,Oakesdale High School,"S 1st St & McCoy St, Oakesdale, WA 99158",32801,Educational Service District 101,38324,Oakesdale School District,"Public School,Regular School",P,Other,6,12,No,Congressional District 5,Legislative District 9,Whitman,47.12638,-117.242518,47.1267,-117.2438
-13705731.9681692,5980187.9725017,1564,4363,Oakland Bay Junior High School,"3301 Shelton Springs Rd, Shelton, WA 98584-9105",34801,Capital Region ESD 113,23309,Shelton School District,"Public School,Regular School",P,Middle School,7,8,No,Congressional District 6,Legislative District 35,Mason,47.232916,-123.12051,47.233,-123.1207
-13635044.1026557,5979679.75672442,1565,4109,Oakland High School,"3319 S Adams St, Tacoma, WA 98409-3117",17801,Puget Sound Educational Service District 121,27010,Tacoma School District,"Public School,Alternative School",A,Other,6,12,No,Congressional District 6,Legislative District 27,Pierce,47.229777,-122.485759,47.2299,-122.4857
